"international_plan","total_day_minutes","total_intl_minutes","number_customer_service_calls","total_intl_calls","churn"
"3239","no",255.1,8.8,3,3,"yes"
"3240","no",125,10.2,2,7,"no"
"3241","no",180.6,5,1,3,"no"
"3242","yes",248.7,11.3,1,2,"yes"
"3243","no",178.1,8.4,0,2,"no"
"3244","yes",122.2,10.3,5,9,"yes"
"3245","no",231.3,7.2,1,7,"no"
"3246","no",111.2,12.6,3,2,"no"
"3247","yes",103.2,11.9,0,2,"yes"
"3248","no",138.4,3.9,4,9,"yes"
"3249","no",146.3,11.5,0,3,"no"
"3250","no",206.3,11.7,0,6,"no"
"3251","no",132,13.5,0,4,"no"
"3252","no",274.6,9.2,2,4,"no"
"3253","no",185.3,11.7,0,3,"no"
"3254","no",154.8,9,1,4,"no"
"3255","no",179.2,14.7,1,5,"no"
"3256","yes",286.2,11,2,4,"yes"
"3257","no",268,17,3,1,"no"
"3258","no",137.5,13.3,2,5,"no"
"3259","no",243,13.4,2,5,"no"
"3260","no",134.9,15,1,2,"no"
"3261","no",234.2,13.9,1,2,"no"
"3262","no",175.1,7.3,1,6,"no"
"3263","no",142.2,10.1,1,5,"no"
"3264","no",132.4,6,2,1,"no"
"3265","no",97.8,5.9,0,2,"no"
"3266","no",266.9,11,3,6,"yes"
"3267","no",155.2,9.7,3,4,"no"
"3268","no",200.2,8.8,1,3,"no"
"3269","no",289.1,12.7,2,2,"yes"
"3270","yes",198.4,10.5,1,5,"no"
"3271","no",180.3,12.8,2,6,"no"
"3272","no",86.3,12.5,2,1,"no"
"3273","no",295,12.9,2,4,"yes"
"3274","no",240.9,14.7,3,8,"no"
"3275","no",207.7,8,1,5,"no"
"3276","no",128.5,0,1,0,"no"
"3277","no",224.4,8.8,1,2,"no"
"3278","no",164.9,10,2,9,"no"
"3279","no",238,10.6,2,6,"no"
"3280","no",231,8.3,2,5,"no"
"3281","no",107.3,10,4,3,"yes"
"3282","no",185,5.1,1,8,"no"
"3283","no",244.1,7.7,3,4,"no"
"3284","no",238.4,12.4,3,4,"no"
"3285","no",141.1,13.2,1,2,"no"
"3286","no",158.1,11.8,0,7,"no"
"3287","no",220.1,13.1,0,8,"no"
"3288","no",199.5,10.9,4,3,"yes"
"3289","no",109.5,4.9,1,9,"no"
"3290","no",187.2,13.2,1,5,"no"
"3291","no",107.9,0,0,0,"no"
"3292","yes",172.1,13.9,1,20,"yes"
"3293","no",203.8,11.7,1,4,"no"
"3294","no",160,9.1,0,4,"no"
"3295","no",51.1,12.3,1,3,"no"
"3296","no",227.7,11.7,1,5,"no"
"3297","no",203.8,9,1,2,"no"
"3298","no",241.7,11.3,1,3,"no"
"3299","no",78.1,12.3,1,4,"no"
"3300","no",187.8,11,2,4,"no"
"3301","no",127.1,7.1,1,3,"no"
"3302","no",280,10.4,0,4,"yes"
"3303","yes",153.2,7.8,1,3,"no"
"3304","no",137.1,11.5,2,7,"no"
"3305","yes",186.1,13.8,4,5,"yes"
"3306","no",224.1,11.5,2,7,"no"
"3307","no",83.6,8.1,1,3,"no"
"3308","no",203.9,17.8,4,4,"no"
"3309","no",211.3,13.3,1,6,"no"
"3310","yes",219.4,12,4,4,"no"
"3311","no",190.4,13.6,2,17,"no"
"3312","no",147.7,6.9,2,5,"no"
"3313","no",229.9,14.2,2,4,"no"
"3314","no",102.8,10,1,5,"no"
"3315","no",178.7,9.1,1,4,"no"
"3316","no",148.5,6.5,0,4,"no"
"3317","no",164.1,12.3,0,9,"no"
"3318","yes",197.2,7.8,1,8,"no"
"3319","no",124.9,11.6,2,4,"no"
"3320","no",115.4,15.9,3,6,"no"
"3321","yes",140,9.7,4,4,"yes"
"3322","no",193.9,13.2,3,8,"no"
"3323","no",321.1,11.5,4,2,"yes"
"3324","no",118.4,13.6,5,3,"yes"
"3325","no",169.8,11.6,1,4,"no"
"3326","no",193.4,9.3,2,4,"no"
"3327","no",106.6,14.9,1,7,"no"
"3328","no",134.7,11.8,2,5,"no"
"3329","no",156.2,9.9,2,6,"no"
"3330","no",231.1,9.6,3,4,"no"
"3331","no",180.8,14.1,2,6,"no"
"3332","yes",213.8,5,2,10,"no"
"3333","no",234.4,13.7,0,4,"no"
"3334","no",70.9,10.6,3,3,"no"
"3335","no",223.6,9.5,0,7,"no"
"3336","no",294.7,13.7,1,6,"no"
"3337","no",216.8,15.7,1,2,"no"
"3338","no",197.4,7.7,2,4,"no"
"3339","no",226.5,6.9,1,5,"no"
"3340","no",218.9,12.9,1,3,"no"
"3341","no",157.5,11.1,0,6,"no"
"3342","no",89.1,9.9,2,4,"no"
"3343","no",177.8,11.9,0,1,"no"
"3344","no",209.8,9,1,4,"no"
"3345","no",93.2,10.5,1,2,"no"
"3346","no",228.1,10.6,1,9,"no"
"3347","no",112.6,7.2,3,6,"no"
"3348","no",207.3,12.9,1,5,"no"
"3349","no",208.1,7.4,1,2,"no"
"3350","no",112.8,14.3,1,3,"no"
"3351","no",225.3,11.7,1,3,"no"
"3352","no",169.4,13.9,4,5,"no"
"3353","no",193.3,7.1,1,9,"no"
"3354","no",161.2,14.7,1,5,"no"
"3355","no",95.6,9.8,3,2,"no"
"3356","no",79.8,9.3,2,8,"no"
"3357","no",170.8,11,2,3,"no"
"3358","no",229.2,5.2,1,5,"no"
"3359","no",259.3,9.2,3,1,"no"
"3360","no",212.6,10.1,0,5,"no"
"3361","yes",101,11.1,0,6,"no"
"3362","yes",140.1,10.1,1,3,"no"
"3363","no",150.4,12.3,3,3,"no"
"3364","yes",189.9,9.1,3,5,"no"
"3365","no",100.8,12.6,2,3,"no"
"3366","no",138.1,10,3,3,"no"
"3367","no",179.7,10.1,3,7,"no"
"3368","no",191.3,11,1,1,"no"
"3369","no",168.3,12,2,3,"no"
"3370","no",137.6,10.7,1,2,"yes"
"3371","no",255.4,11.1,0,6,"no"
"3372","no",166.2,13.4,1,6,"no"
"3373","yes",158.7,8.3,2,1,"yes"
"3374","no",258.3,13.6,1,4,"yes"
"3375","no",77,12.5,1,6,"no"
"3376","no",168.4,11,2,4,"no"
"3377","no",307.2,10.2,2,4,"yes"
"3378","no",175.6,9.5,0,8,"no"
"3379","no",169.1,10.7,3,8,"no"
"3380","no",190.7,4.4,1,3,"no"
"3381","no",239.6,8.6,1,3,"no"
"3382","no",121.3,7.4,1,4,"no"
"3383","no",208.4,10.1,1,8,"yes"
"3384","yes",230.6,6.8,0,4,"no"
"3385","no",112.5,11.1,0,8,"no"
"3386","no",172.2,11.8,2,4,"no"
"3387","no",195.3,16.2,1,13,"no"
"3388","no",167.7,6.9,3,5,"no"
"3389","no",180.1,13.4,0,5,"no"
"3390","no",129.6,9.8,2,4,"no"
"3391","no",215.5,13.2,0,4,"no"
"3392","no",218.6,9.1,1,6,"no"
"3393","no",211.9,9.9,2,3,"no"
"3394","no",82,8,1,4,"no"
"3395","no",149.1,11.4,2,7,"no"
"3396","no",304.6,12.4,1,1,"yes"
"3397","no",277.7,10.4,0,8,"no"
"3398","no",155.2,7.5,1,7,"no"
"3399","no",198.5,10.6,0,6,"no"
"3400","no",209.1,12.8,1,4,"no"
"3401","no",200,18.9,1,2,"no"
"3402","no",196.1,7.6,3,3,"no"
"3403","no",121.6,7.1,1,2,"no"
"3404","no",204.1,0,1,0,"no"
"3405","no",212.1,11.3,4,5,"no"
"3406","no",178.3,13.8,1,2,"no"
"3407","no",181.8,7,0,6,"no"
"3408","no",120.6,9.6,2,6,"no"
"3409","no",172.4,8.8,1,9,"no"
"3410","no",160.6,7.3,0,2,"yes"
"3411","no",98.4,15.1,1,3,"no"
"3412","no",109,7.9,1,3,"no"
"3413","yes",122.4,11.6,3,5,"no"
"3414","no",144.5,6.1,5,4,"yes"
"3415","no",102.5,8.7,1,5,"no"
"3416","no",274.1,9.9,2,5,"no"
"3417","no",193.1,13.3,2,5,"no"
"3418","no",182.8,7.7,2,2,"no"
"3419","no",148.4,11.3,1,12,"no"
"3420","no",75.8,10.5,2,3,"no"
"3421","no",198,9.3,1,2,"no"
"3422","no",253.2,9.5,5,4,"yes"
"3423","no",199.9,11.7,3,6,"no"
"3424","no",187.5,11.7,2,2,"no"
"3425","no",183.6,10.3,0,6,"no"
"3426","no",86.1,11.7,0,4,"no"
"3427","no",126.8,11,3,4,"no"
"3428","no",108.3,9.1,1,2,"no"
"3429","yes",160.5,13.8,1,5,"yes"
"3430","no",147.3,11,2,3,"no"
"3431","no",165.1,9.5,2,3,"no"
"3432","no",122.2,5.7,3,10,"no"
"3433","no",156.3,9,3,4,"no"
"3434","no",277.7,10.4,1,2,"no"
"3435","yes",147.4,10.9,0,5,"no"
"3436","no",228.4,7.8,1,6,"no"
"3437","no",184.6,6.8,1,8,"no"
"3438","no",87.6,8,1,4,"no"
"3439","no",219,5.6,4,5,"no"
"3440","no",220.9,13.5,1,9,"yes"
"3441","no",188.4,9.7,1,7,"no"
"3442","no",254.8,13.5,4,2,"no"
"3443","no",338.4,14.8,3,4,"yes"
"3444","no",168.2,10.7,1,3,"no"
"3445","no",143.1,8.9,3,3,"no"
"3446","no",118.3,9.4,1,4,"no"
"3447","no",256.5,7.5,0,5,"no"
"3448","no",185.9,8.5,1,2,"no"
"3449","no",219,11.9,3,8,"no"
"3450","no",180.1,12.7,1,9,"no"
"3451","no",114.9,12.6,2,5,"no"
"3452","no",158.6,11.3,2,3,"no"
"3453","yes",244.2,15.4,2,3,"yes"
"3454","no",180,13.2,1,9,"no"
"3455","no",240.2,7,3,19,"no"
"3456","no",234.4,9.4,1,4,"no"
"3457","no",135.4,5.4,1,3,"no"
"3458","no",272.4,10.9,1,5,"yes"
"3459","no",262.9,7.5,1,5,"no"
"3460","no",66.7,15.1,1,2,"no"
"3461","no",221.4,10.1,1,4,"no"
"3462","yes",135.1,13.2,1,4,"yes"
"3463","no",240.8,7.7,1,5,"no"
"3464","no",170.5,9.8,3,1,"no"
"3465","no",158.3,14,2,2,"no"
"3466","no",201.7,7.9,0,5,"no"
"3467","no",168.8,10.6,1,4,"no"
"3468","no",141.9,12,2,5,"no"
"3469","no",182.6,9.5,5,3,"yes"
"3470","no",264.4,10,1,4,"no"
"3471","no",203.7,9.4,3,1,"no"
"3472","no",191.6,10.7,3,9,"no"
"3473","no",136.4,7,0,3,"no"
"3474","no",168.2,8.2,0,2,"no"
"3475","no",125.3,7,3,3,"no"
"3476","no",217.9,6.6,0,4,"no"
"3477","no",198.1,12.6,2,4,"no"
"3478","yes",178.8,7.1,1,5,"no"
"3479","no",262.9,11.8,3,4,"no"
"3480","no",164.6,11.5,0,5,"no"
"3481","no",197,12.6,1,4,"no"
"3482","no",102.9,13.6,1,2,"no"
"3483","no",144.2,12.1,4,7,"yes"
"3484","no",126.5,13.1,2,6,"no"
"3485","no",139.8,13.6,3,4,"no"
"3486","no",139.7,10.3,2,2,"no"
"3487","no",309.4,11.2,3,5,"yes"
"3488","no",159.6,12.6,5,7,"yes"
"3489","no",239.7,10.5,1,2,"no"
"3490","no",195.6,13.2,2,6,"no"
"3491","no",161.1,7.6,2,2,"no"
"3492","no",173.9,8.4,1,5,"no"
"3493","no",165.4,10.5,4,3,"no"
"3494","no",221.3,8.7,0,3,"no"
"3495","yes",176.8,13.1,1,5,"yes"
"3496","no",196,13.9,1,5,"no"
"3497","no",174.3,11.6,4,3,"no"
"3498","yes",186.9,12.3,4,3,"no"
"3499","yes",115.6,9.7,2,1,"yes"
"3500","no",158.4,14.9,0,2,"no"
"3501","no",149.4,6,1,3,"no"
"3502","no",244.5,9.7,1,3,"no"
"3503","no",145.5,9.5,3,5,"no"
"3504","no",147.7,11.1,0,5,"no"
"3505","no",164.3,12.1,1,2,"no"
"3506","no",89.4,10.4,3,2,"no"
"3507","no",276.3,8.7,1,3,"no"
"3508","no",172.7,11.7,1,5,"no"
"3509","no",138.7,13.6,2,3,"no"
"3510","no",205.4,9.4,5,2,"no"
"3511","no",187.4,11.7,1,3,"no"
"3512","no",206.1,12.1,2,7,"no"
"3513","no",131.5,10.9,0,5,"no"
"3514","no",120.1,6.3,1,4,"no"
"3515","no",168.6,13.3,1,10,"no"
"3516","no",235.8,11.9,1,4,"no"
"3517","no",189.4,4.5,0,13,"no"
"3518","no",158.5,14.8,2,5,"no"
"3519","no",280,10.3,3,2,"no"
"3520","no",229.8,8.9,1,2,"no"
"3521","no",241.6,9.8,1,6,"no"
"3522","no",176,7.1,3,5,"no"
"3523","no",167,10.4,3,4,"no"
"3524","no",129.2,8.7,0,4,"no"
"3525","no",174,7.8,1,4,"no"
"3526","no",261.2,11.3,2,1,"yes"
"3527","no",264.6,8.1,0,4,"no"
"3528","no",160.9,9.1,2,4,"no"
"3529","no",124.8,11.3,1,3,"no"
"3530","no",230.6,6.2,2,4,"no"
"3531","no",241.7,11.3,2,2,"no"
"3532","no",229.1,3.9,0,3,"no"
"3533","no",212.9,8.6,2,2,"no"
"3534","no",124.8,4.6,1,3,"no"
"3535","no",133.9,11.7,0,4,"no"
"3536","no",129.8,14.3,1,6,"no"
"3537","no",88.5,7.5,1,12,"no"
"3538","no",168.5,8.8,3,6,"no"
"3539","yes",81.4,12.2,1,3,"no"
"3540","no",117.2,9,1,7,"no"
"3541","yes",300.4,11.9,2,3,"yes"
"3542","no",195.1,11.5,1,16,"no"
"3543","no",172,10.3,0,3,"no"
"3544","yes",165.2,11.9,1,5,"no"
"3545","no",149.7,9,2,2,"no"
"3546","no",185.8,11.8,1,4,"no"
"3547","no",214.4,14.8,0,3,"yes"
"3548","no",244.6,12,0,5,"no"
"3549","no",302.6,10.4,1,7,"yes"
"3550","no",195.2,9,5,5,"yes"
"3551","yes",207.8,13,1,3,"no"
"3552","no",119,9,2,6,"yes"
"3553","no",245.8,9.9,1,7,"no"
"3554","no",131,12.6,3,4,"no"
"3555","no",129.8,8.3,4,4,"yes"
"3556","yes",275.9,6.7,2,4,"yes"
"3557","no",213.3,12.1,1,2,"no"
"3558","no",128.6,12.4,2,9,"no"
"3559","no",95.3,13.6,1,4,"no"
"3560","no",152.4,10.2,1,1,"no"
"3561","no",194.9,8.2,4,4,"no"
"3562","no",214.7,11.6,1,2,"no"
"3563","no",180.4,9.5,1,6,"no"
"3564","no",164.1,13.3,1,4,"no"
"3565","no",211.1,15.6,2,3,"no"
"3566","no",312.4,10.1,0,6,"no"
"3567","no",223.3,11.6,1,2,"no"
"3568","no",166.9,14.2,1,5,"no"
"3569","no",192.9,18.7,0,7,"no"
"3570","no",236.8,8,2,3,"no"
"3571","no",149.7,9.5,1,5,"no"
"3572","no",268.1,13.6,2,5,"no"
"3573","yes",245,7.8,1,7,"no"
"3574","no",187.9,10.4,2,5,"no"
"3575","no",234,8.8,0,4,"no"
"3576","yes",153.8,11.1,1,4,"no"
"3577","yes",211.7,12,0,3,"no"
"3578","no",229.4,12,3,4,"no"
"3579","no",68.8,9.8,1,5,"no"
"3580","no",200.2,10.4,0,5,"no"
"3581","no",134.6,9.4,2,2,"no"
"3582","no",232.4,9.5,0,3,"no"
"3583","no",126,5.6,0,4,"no"
"3584","no",175.9,10.9,1,5,"no"
"3585","yes",161.7,12.4,1,6,"no"
"3586","no",112.6,8.1,6,3,"yes"
"3587","no",234,13.8,1,1,"no"
"3588","no",226.3,7.8,1,11,"yes"
"3589","no",174.1,10.7,0,3,"no"
"3590","no",195.6,10.8,1,1,"no"
"3591","no",200.8,9.7,0,5,"no"
"3592","yes",116.9,9.9,1,8,"no"
"3593","no",225.6,12.1,1,5,"no"
"3594","no",272.9,10.5,2,3,"no"
"3595","no",215.9,8.8,0,4,"no"
"3596","yes",199.7,11.1,6,4,"yes"
"3597","no",281.9,7,3,5,"no"
"3598","yes",181.2,8.4,0,4,"no"
"3599","no",63.3,14.2,1,4,"no"
"3600","no",208,14.9,1,3,"no"
"3601","no",189.3,7.5,3,8,"no"
"3602","no",156.8,11.2,1,10,"yes"
"3603","no",172.3,10.4,1,2,"no"
"3604","no",140,9,2,6,"no"
"3605","no",221,10.1,1,5,"yes"
"3606","no",167.2,9.5,1,4,"no"
"3607","yes",191.6,8.6,3,3,"no"
"3608","no",172.5,6.8,4,8,"no"
"3609","no",294.3,5.8,2,7,"yes"
"3610","no",289.1,13.5,1,4,"no"
"3611","no",162.6,10.9,0,2,"no"
"3612","no",233.6,12.8,1,4,"no"
"3613","no",240.7,10.6,2,2,"no"
"3614","no",290.5,8.6,2,6,"yes"
"3615","no",183.2,9.2,1,5,"yes"
"3616","no",155.6,8.7,2,2,"no"
"3617","yes",220.7,15,3,4,"yes"
"3618","no",303,10.4,1,5,"yes"
"3619","no",114.4,5.9,3,2,"no"
"3620","no",164.8,4.3,2,2,"no"
"3621","no",237.1,10.7,2,8,"no"
"3622","no",220.3,10.2,3,1,"no"
"3623","no",189,11.3,0,3,"no"
"3624","yes",172.6,10.5,3,3,"no"
"3625","no",168.8,10.5,3,7,"no"
"3626","no",243.1,9.9,1,3,"no"
"3627","no",97.9,7.4,0,4,"no"
"3628","yes",179,10.8,3,3,"no"
"3629","yes",324.3,12.8,1,7,"yes"
"3630","no",69.7,11.1,2,2,"no"
"3631","yes",176.9,15.1,3,3,"yes"
"3632","no",140.4,8.7,2,4,"no"
"3633","no",167.4,9,1,3,"no"
"3634","no",166.4,5.5,0,2,"no"
"3635","no",171.5,10.7,3,4,"no"
"3636","yes",177.2,11.1,2,5,"no"
"3637","no",114.5,10.4,0,16,"no"
"3638","no",205.1,10.7,2,1,"no"
"3639","no",208.4,16.8,0,1,"yes"
"3640","no",125.8,9,2,2,"no"
"3641","no",186.2,11,2,4,"no"
"3642","no",128.9,10.7,0,5,"no"
"3643","no",257.4,14.7,1,2,"no"
"3644","no",189.3,14.2,5,3,"no"
"3645","no",50.1,11,0,6,"no"
"3646","no",165.5,9.7,2,6,"no"
"3647","yes",143.7,9.9,0,4,"no"
"3648","no",166.4,14.5,0,4,"no"
"3649","no",264.2,10.7,2,1,"no"
"3650","no",192.1,11.7,2,4,"no"
"3651","no",145.4,8.8,1,2,"no"
"3652","no",240.8,9.4,1,4,"no"
"3653","no",170.7,4.8,3,7,"no"
"3654","no",221,12.1,0,4,"no"
"3655","no",180,10.8,0,4,"no"
"3656","no",298.8,11.9,5,4,"no"
"3657","no",317.1,13.6,1,2,"yes"
"3658","yes",102.2,9,1,4,"no"
"3659","no",182.9,12.1,4,3,"no"
"3660","no",155.6,10.6,4,3,"yes"
"3661","no",184.8,8.3,1,3,"no"
"3662","no",175.7,10.7,1,10,"no"
"3663","no",251.5,6.6,1,3,"no"
"3664","no",131.6,0,3,0,"no"
"3665","no",92.3,10.8,3,16,"no"
"3666","no",196.7,11,5,5,"yes"
"3667","no",131.4,11.2,2,2,"no"
"3668","no",215.9,6.1,4,5,"yes"
"3669","no",158.2,8.5,2,5,"no"
"3670","no",216,11.2,0,4,"no"
"3671","no",206.4,11.8,3,10,"no"
"3672","no",138.2,11.1,3,6,"no"
"3673","no",192.3,7.8,1,4,"no"
"3674","no",262.1,5.3,0,3,"no"
"3675","no",41.2,12.4,0,3,"no"
"3676","no",326.1,11,1,3,"yes"
"3677","no",167,8.9,1,2,"no"
"3678","no",210.2,9.4,2,3,"no"
"3679","no",204.9,11.2,2,4,"no"
"3680","no",184.1,4.7,1,6,"no"
"3681","no",263.8,8.7,2,6,"no"
"3682","no",283.6,8.8,0,5,"yes"
"3683","no",167.5,16.1,2,5,"no"
"3684","no",142.3,5.5,1,3,"no"
"3685","no",167.1,9.1,1,2,"no"
"3686","no",148.3,10.9,0,4,"no"
"3687","no",297.8,12,1,2,"yes"
"3688","yes",144.5,12.4,1,3,"no"
"3689","no",233.4,10.3,0,1,"yes"
"3690","no",130.5,12.7,3,1,"no"
"3691","no",133.3,9.1,3,4,"no"
"3692","no",183.7,11.2,0,2,"no"
"3693","no",271,13.7,5,2,"yes"
"3694","no",122.5,10.4,0,6,"no"
"3695","no",143.3,11.4,2,5,"no"
"3696","no",182.5,14.7,1,6,"no"
"3697","no",110.4,13.9,1,5,"no"
"3698","no",140.8,14.1,0,1,"no"
"3699","no",137.5,10.4,0,6,"no"
"3700","no",115.9,10,1,4,"no"
"3701","no",288.2,9.6,4,5,"no"
"3702","no",60.2,13.3,1,4,"no"
"3703","no",125.5,5.9,3,6,"yes"
"3704","no",179.6,11.1,1,2,"no"
"3705","no",99,8.4,1,3,"no"
"3706","no",155.4,5.8,1,1,"no"
"3707","no",177.4,15,3,9,"no"
"3708","no",233.6,6.3,2,2,"no"
"3709","no",210.2,9.9,3,4,"no"
"3710","no",126.8,7.1,3,5,"no"
"3711","no",187.1,10.4,1,2,"no"
"3712","no",155.8,8.6,2,3,"no"
"3713","no",232.1,13,0,3,"no"
"3714","no",128.7,10.5,3,4,"no"
"3715","yes",224.3,11.7,1,3,"no"
"3716","no",208.9,14.9,2,5,"no"
"3717","no",184.8,8,0,9,"no"
"3718","no",121.6,12.3,5,2,"yes"
"3719","no",145,12.7,1,3,"no"
"3720","no",243.3,9.3,0,3,"no"
"3721","no",214.8,10.9,1,2,"no"
"3722","no",184.5,11.2,2,3,"no"
"3723","no",84.3,10.3,2,2,"no"
"3724","no",142.9,15.2,1,4,"no"
"3725","no",120.6,11.4,0,5,"no"
"3726","no",222.2,12.1,1,3,"no"
"3727","no",219.3,15.7,2,2,"no"
"3728","no",230.2,9,2,11,"no"
"3729","no",76.1,6,0,2,"no"
"3730","yes",147.7,12.7,0,5,"no"
"3731","yes",139.4,10.5,1,4,"no"
"3732","no",196,15.3,1,2,"no"
"3733","no",160.8,7.2,1,3,"no"
"3734","no",325.4,9.3,1,10,"yes"
"3735","no",198.2,16.5,4,4,"no"
"3736","yes",168.8,5.3,1,9,"no"
"3737","no",273.8,6.9,2,4,"no"
"3738","no",217.7,8.5,4,10,"no"
"3739","no",93.5,8.9,4,4,"yes"
"3740","no",195.4,14,0,4,"no"
"3741","no",247.8,10.6,2,3,"no"
"3742","no",162.5,9.7,2,1,"no"
"3743","no",86.1,9,0,7,"no"
"3744","no",89.1,6.9,0,5,"no"
"3745","no",189.7,9.8,0,5,"no"
"3746","no",190.8,9.9,0,9,"no"
"3747","no",198.6,10.2,1,6,"yes"
"3748","no",176.5,7.7,0,5,"no"
"3749","no",188.3,10.2,2,4,"no"
"3750","no",197.6,9.6,3,2,"no"
"3751","no",208.5,12,1,9,"no"
"3752","no",261,16.3,4,1,"no"
"3753","no",209.6,12.4,0,4,"no"
"3754","no",157.8,13.7,3,6,"no"
"3755","no",245.4,10.5,3,3,"yes"
"3756","no",72.2,11,2,5,"no"
"3757","no",100.2,7.7,3,4,"no"
"3758","no",152.9,8,1,5,"no"
"3759","no",274,11.9,0,2,"no"
"3760","no",215.6,11.2,3,7,"no"
"3761","no",178.2,8.5,0,7,"no"
"3762","yes",252.8,11.2,0,3,"no"
"3763","no",216.2,7.8,2,3,"no"
"3764","no",165.1,8.1,0,2,"no"
"3765","no",133.8,12.4,2,4,"no"
"3766","no",217.2,14,2,4,"no"
"3767","no",82.1,9.6,1,2,"no"
"3768","no",157.1,15.6,0,4,"no"
"3769","no",205.5,9.7,1,4,"no"
"3770","yes",147.6,8.1,0,7,"yes"
"3771","no",172.1,14.1,2,3,"no"
"3772","no",206.8,12.4,0,6,"no"
"3773","no",193.3,12.2,1,4,"no"
"3774","no",225.9,11.7,0,3,"no"
"3775","no",202.6,11.9,4,6,"no"
"3776","no",48.4,11.5,2,4,"no"
"3777","no",168.6,11.4,1,7,"no"
"3778","no",142.9,10.4,0,6,"no"
"3779","no",85.2,8.2,1,4,"no"
"3780","no",77.8,5.7,1,7,"no"
"3781","no",179.4,14.9,2,4,"no"
"3782","no",139.8,11.7,3,3,"no"
"3783","no",177.9,10.6,1,7,"no"
"3784","no",101.9,15,1,6,"no"
"3785","no",157.5,12.2,1,4,"no"
"3786","no",167.1,13.7,3,10,"no"
"3787","no",124.1,13.7,0,3,"no"
"3788","no",221.4,11.8,3,1,"no"
"3789","no",245.1,3.1,1,4,"no"
"3790","no",135.7,9.5,1,4,"no"
"3791","no",227.9,5.1,0,6,"no"
"3792","no",177.8,7.9,1,4,"no"
"3793","no",189.4,11.2,1,4,"yes"
"3794","no",188.3,15.6,1,5,"no"
"3795","no",177.1,6.6,2,2,"no"
"3796","no",128.5,9.2,2,6,"no"
"3797","no",192.9,10.9,2,3,"no"
"3798","no",130.5,10.4,3,3,"no"
"3799","no",201.1,11.5,1,4,"no"
"3800","no",139.8,9.7,3,1,"no"
"3801","no",237.6,6.8,4,11,"no"
"3802","no",197.7,12,1,5,"no"
"3803","no",222.1,8.1,2,2,"no"
"3804","no",270,7.8,1,6,"yes"
"3805","no",211.6,14,2,7,"no"
"3806","no",148.7,9.8,2,4,"no"
"3807","no",81.7,12.9,2,3,"no"
"3808","no",143.6,12.7,0,3,"no"
"3809","no",205.3,10.1,3,2,"no"
"3810","no",184.5,9.7,4,3,"no"
"3811","no",140.8,12.2,0,4,"no"
"3812","no",140.8,9.1,3,4,"no"
"3813","yes",169.7,9.8,0,3,"no"
"3814","no",168.1,10,3,3,"no"
"3815","no",190.1,12.5,2,3,"no"
"3816","no",192.6,8.8,2,6,"no"
"3817","no",234.8,10.4,0,2,"no"
"3818","no",146.4,9.4,3,3,"no"
"3819","no",247.2,6.1,1,6,"no"
"3820","no",234.8,7.5,2,3,"no"
"3821","no",185.9,10.2,2,2,"no"
"3822","no",98.5,12,2,7,"no"
"3823","no",304,7.2,0,4,"yes"
"3824","no",140.3,11.8,1,6,"no"
"3825","no",201.5,8.6,2,1,"no"
"3826","no",191.7,12.5,0,2,"no"
"3827","no",71.2,14,1,12,"no"
"3828","no",168.1,15.1,1,3,"no"
"3829","no",178.4,6.5,1,4,"no"
"3830","yes",127.2,11.2,2,5,"no"
"3831","no",230.7,13.3,1,10,"no"
"3832","no",228.3,3.7,3,3,"no"
"3833","no",197.7,7.8,2,3,"no"
"3834","no",273.7,3.8,0,3,"no"
"3835","no",195.8,11.7,0,2,"no"
"3836","no",190.5,11.4,2,5,"no"
"3837","no",176.1,16.1,4,4,"no"
"3838","no",210.4,11.7,2,3,"no"
"3839","no",151,8.9,0,9,"no"
"3840","no",144.3,11.8,3,15,"no"
"3841","no",203.7,10.8,3,16,"no"
"3842","no",210.1,13.3,0,1,"yes"
"3843","no",230.2,8.1,4,3,"no"
"3844","no",121.9,13,3,4,"no"
"3845","no",181.2,9.9,2,6,"no"
"3846","no",201.5,11.5,0,3,"no"
"3847","no",146,11.9,0,2,"no"
"3848","no",105.3,11.1,4,2,"yes"
"3849","no",69.7,8.3,2,3,"no"
"3850","no",208.1,4.6,2,5,"no"
"3851","no",183.1,13.9,0,4,"no"
"3852","no",148.7,10.4,6,7,"yes"
"3853","no",240.1,17.2,0,4,"yes"
"3854","no",126.4,12,1,2,"no"
"3855","no",156,7.1,4,3,"yes"
"3856","no",180.2,11.9,1,6,"no"
"3857","no",172,7.4,0,1,"no"
"3858","no",231.6,8.9,1,4,"no"
"3859","no",42.1,10,0,1,"no"
"3860","no",136.6,9.9,0,4,"no"
"3861","no",155.6,10.8,3,4,"no"
"3862","no",234.6,8.1,0,2,"no"
"3863","no",115.5,13.6,0,4,"no"
"3864","no",159,7.4,2,3,"no"
"3865","no",286.6,13.2,1,4,"no"
"3866","no",174.5,12.4,1,4,"no"
"3867","no",181.9,8.1,1,9,"no"
"3868","no",192.6,4.2,1,2,"no"
"3869","no",235,5.3,3,4,"yes"
"3870","no",187.8,10.5,0,7,"no"
"3871","no",167.1,10.4,3,2,"no"
"3872","no",212.3,10.4,1,2,"no"
"3873","yes",227.4,8.3,1,5,"no"
"3874","no",162.5,13.4,4,6,"yes"
"3875","no",164.2,6.5,1,3,"no"
"3876","yes",172.4,9.1,1,9,"no"
"3877","no",259.6,13,1,4,"no"
"3878","no",159.4,10,2,3,"no"
